Modelo,Mejores hiperparámetros,Accuracy,Precision,Recall,F1-score,ROC-AUC
Regresion_Logistica,"{'C': 0.1, 'solver': 'liblinear'}",0.8062455642299503,0.6634304207119741,0.5481283422459893,0.6002928257686676,0.8432819241003384
Random_Forest,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.8069552874378992,0.6711409395973155,0.5347593582887701,0.5952380952380952,0.8427252060244388
